record_id,invoice_id,vendor_name,vendor_gstin,invoice_date,place_of_supply,tax_rate,taxable_value,cgst,sgst,igst,total_tax,invoice_value,supplier_filing_date,gstr2b_period,simulated_current_date
2B-0023,INV-2604-00221,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-24,27-Maharashtra,12,350269.00,21016.14,21016.14,0.00,42032.28,392301.28,2026-05-12,2026-04,2026-06-10
2B-0024,INV-2604-00238,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-24,27-Maharashtra,12,37167.00,0.00,0.00,4460.04,4460.04,41627.04,2026-05-07,2026-04,2026-06-10
2B-0025,INV-2604-00270,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-23,27-Maharashtra,28,370567.00,51879.38,51879.38,0.00,103758.76,474325.76,2026-05-05,2026-04,2026-06-10
2B-0026,INV-2604-00057,Elmwood Industries LLP,08HPBHZ2966J1ZI,2026-04-17,27-Maharashtra,5,388937.00,0.00,0.00,19446.85,19446.85,408383.85,2026-05-13,2026-04,2026-06-10
2B-0027,INV-2604-00061,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-25,27-Maharashtra,28,252836.00,0.00,0.00,70794.08,70794.08,323630.08,2026-05-09,2026-04,2026-06-10
2B-0028,INV-2604-00444,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-12,27-Maharashtra,28,204398.00,0.00,0.00,57231.44,57231.44,261629.44,2026-05-11,2026-04,2026-06-10
2B-0029,INV-2604-00393,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-19,27-Maharashtra,5,413598.00,0.00,0.00,20679.90,20679.90,434277.90,2026-05-05,2026-04,2026-06-10
2B-0030,INV-2604-00341,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-28,27-Maharashtra,18,77166.00,0.00,0.00,13889.88,13889.88,91055.88,2026-05-11,2026-04,2026-06-10
2B-0031,INV-2604-00089,Jyoti Agro LLP,10CLWJW0153B1ZL,2026-04-01,27-Maharashtra,28,292225.00,0.00,0.00,81823.00,81823.00,374048.00,2026-05-07,2026-04,2026-06-10
2B-0032,INV-2604-00042,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-08,27-Maharashtra,5,156023.00,0.00,0.00,7801.15,7801.15,163824.15,2026-05-10,2026-04,2026-06-10
2B-0033,INV-2604-00408,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-14,27-Maharashtra,28,277746.00,38884.44,38884.44,0.00,77768.88,355514.88,2026-05-13,2026-04,2026-06-10
2B-0034,INV-2604-00066,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-01,27-Maharashtra,18,234113.00,0.00,0.00,42140.34,42140.34,276253.34,2026-05-09,2026-04,2026-06-10
2B-0035,INV-2604-00154,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-11,27-Maharashtra,5,98959.00,0.00,0.00,4947.95,4947.95,103906.95,2026-05-08,2026-04,2026-06-10
2B-0036,INV-2604-00040,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-04,27-Maharashtra,12,246724.00,0.00,0.00,29606.88,29606.88,276330.88,2026-05-10,2026-04,2026-06-10
2B-0037,INV-2604-00310,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-03,27-Maharashtra,5,105226.00,0.00,0.00,5261.30,5261.30,110487.30,2026-05-11,2026-04,2026-06-10
2B-0038,INV-2604-00428,"Hima,1aya L0gistics Limited",21SKPXR4660P1ZJ,2026-04-15,27-Maharashtra,18,200396.00,0.00,0.00,36071.28,36071.28,236467.28,2026-05-11,2026-04,2026-06-10
2B-0039,INV-2604-00009,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-07,27-Maharashtra,28,13375.00,1872.50,1872.50,0.00,3745.00,17120.00,2026-05-05,2026-04,2026-06-10
2B-0040,INV-2604-00404,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-23,27-Maharashtra,12,109424.00,6565.44,6565.44,0.00,13130.88,122554.88,2026-05-12,2026-04,2026-06-10
2B-0041,INV-2604-00351,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-06,27-Maharashtra,18,360700.00,32463.00,32463.00,0.00,64926.00,425626.00,2026-05-11,2026-04,2026-06-10
2B-0042,INV-2604-00044,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-14,27-Maharashtra,28,261450.00,0.00,0.00,73206.00,73206.00,334656.00,2026-05-07,2026-04,2026-06-10
2B-0043,INV-2604-00048,Jy0ti  Agr0 LLP,10CLWJW0153B1ZL,2026-04-14,27-Maharashtra,12,61502.00,0.00,0.00,7380.24,7380.24,68882.24,2026-05-11,2026-04,2026-06-10
2B-0044,INV-2604-00337,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-02,27-Maharashtra,5,453606.00,11340.15,11340.15,0.00,22680.30,476286.30,2026-05-06,2026-04,2026-06-10
2B-0045,INV-2604-00069,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-09,27-Maharashtra,5,336445.00,8411.12,8411.13,0.00,16822.25,353267.25,2026-05-08,2026-04,2026-06-10
2B-0046,INV-2604-00254,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-27,27-Maharashtra,28,246181.00,0.00,0.00,68930.68,68930.68,315111.68,2026-05-05,2026-04,2026-06-10
2B-0047,INV-2604-00472,Bharat  Steel  &  Co.,06ZUWQL5692X1Z7,2026-04-09,27-Maharashtra,18,483765.00,0.00,0.00,87077.70,87077.70,570842.70,2026-05-12,2026-04,2026-06-10
2B-0048,INV-2604-00242,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-01,27-Maharashtra,18,150097.00,0.00,0.00,27017.46,27017.46,177114.46,2026-05-09,2026-04,2026-06-10
2B-0049,INV-2604-00257,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-10,27-Maharashtra,12,17547.00,1052.82,1052.82,0.00,2105.64,19652.64,2026-05-07,2026-04,2026-06-10
2B-0050,INV-2604-00403,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-15,27-Maharashtra,18,291117.00,26200.53,26200.53,0.00,52401.06,343518.06,2026-05-11,2026-04,2026-06-10
2B-0051,INV-2604-00012,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-10,27-Maharashtra,12,436434.00,0.00,0.00,52372.08,52372.08,488806.08,2026-05-06,2026-04,2026-06-10
2B-0052,INV-2604-90011,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-27,27-Maharashtra,28,173919.00,0.00,0.00,48697.32,48697.32,222616.32,2026-05-12,2026-04,2026-06-10
2B-0053,INV-2604-00235,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-17,27-Maharashtra,5,388498.00,0.00,0.00,19424.90,19424.90,407922.90,2026-05-12,2026-04,2026-06-10
2B-0054,INV-2604-00342,Trident  Packaging  &  Co.,27AVGFB0339Q1ZZ,2026-04-22,27-Maharashtra,18,269743.00,24276.87,24276.87,0.00,48553.74,318296.74,2026-05-10,2026-04,2026-06-10
2B-0055,INV-2604-00621,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-18,27-Maharashtra,12,13643.00,818.46,818.46,0.00,1636.92,15279.92,2026-05-05,2026-04,2026-06-10
2B-0056,INV-2604-00460,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-14,27-Maharashtra,5,393966.00,9849.15,9849.15,0.00,19698.30,413664.30,2026-05-12,2026-04,2026-06-10
2B-0057,INV-2604-00088,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-21,27-Maharashtra,12,369617.00,22177.02,22177.02,0.00,44354.04,413971.04,2026-05-06,2026-04,2026-06-10
2B-0058,INV-2604-00041,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-21,27-Maharashtra,12,126179.00,0.00,0.00,15141.48,15141.48,141320.48,2026-05-12,2026-04,2026-06-10
2B-0059,INV-2604-00204,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-01,27-Maharashtra,5,403321.00,0.00,0.00,20166.05,20166.05,423487.05,2026-05-09,2026-04,2026-06-10
2B-0060,INV-2604-00011,Wavelength Enterprises LLP,05VGUPQ1274N1Z3,2026-04-05,27-Maharashtra,12,137962.00,0.00,0.00,16555.44,16555.44,154517.44,2026-05-09,2026-04,2026-06-10
2B-0061,INV-2604-00350,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-13,27-Maharashtra,18,24675.00,2220.75,2220.75,0.00,4441.50,29116.50,2026-05-08,2026-04,2026-06-10
2B-0062,INV-2604-00071,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-10,27-Maharashtra,28,87213.00,0.00,0.00,24419.64,24419.64,111632.64,2026-05-05,2026-04,2026-06-10
2B-0063,INV-2604-00255,Bharat Textiles Limited,33GFTDT0664D1ZT,2026-04-29,27-Maharashtra,18,490080.00,0.00,0.00,88214.40,88214.40,578294.40,2026-05-12,2026-04,2026-06-10
2B-0064,INV-2604-00345,KONARK TRADERS & CO.,08STSKE2455Y1ZA,2026-04-11,27-Maharashtra,12,332574.00,0.00,0.00,39908.88,39908.88,372482.88,2026-05-07,2026-04,2026-06-10
2B-0065,INV-2604-00497,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-28,27-Maharashtra,12,450252.00,27015.12,27015.12,0.00,54030.24,504282.24,2026-05-07,2026-04,2026-06-10
2B-0066,INV-2604-90001,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-01,27-Maharashtra,5,105185.00,2629.62,2629.63,0.00,5259.25,110444.25,2026-05-13,2026-04,2026-06-10
2B-0067,INV-2604-00134,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-17,27-Maharashtra,12,324795.00,0.00,0.00,38975.40,38975.40,363770.40,2026-05-06,2026-04,2026-06-10
2B-0068,INV-2604-00082,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-01,27-Maharashtra,5,451408.00,11285.20,11285.20,0.00,22570.40,473978.40,2026-05-10,2026-04,2026-06-10
2B-0069,INV-2604-00236,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-29,27-Maharashtra,18,468131.00,42131.79,42131.79,0.00,84263.58,552394.58,2026-05-09,2026-04,2026-06-10
2B-0070,INV-2604-00302,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-24,27-Maharashtra,18,393024.00,0.00,0.00,70744.32,70744.32,463768.32,2026-05-13,2026-04,2026-06-10
2B-0071,INV-2604-00301,M/s Wavelength Ent. LLP,27VGUPQ1274N1ZX,2026-04-28,27-Maharashtra,18,484720.00,43624.80,43624.80,0.00,87249.60,571969.60,2026-05-07,2026-04,2026-06-10
2B-0072,INV-2604-00214,Himalaya Polymers LLP,23CBGHX9945C1ZR,2026-04-30,27-Maharashtra,5,78360.00,0.00,0.00,3918.00,3918.00,82278.00,2026-05-10,2026-04,2026-06-10
2B-0073,INV-2604-00267,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-21,27-Maharashtra,18,303056.00,0.00,0.00,54550.08,54550.08,357606.08,2026-05-13,2026-04,2026-06-10
2B-0074,INV-2604-00159,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-23,27-Maharashtra,12,88491.00,5309.46,5309.46,0.00,10618.92,99109.92,2026-05-08,2026-04,2026-06-10
2B-0075,INV-2604-00201,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-17,27-Maharashtra,28,209633.00,0.00,0.00,58697.24,58697.24,268330.24,2026-05-13,2026-04,2026-06-10
2B-0076,INV-2604-00326,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-21,27-Maharashtra,5,332383.00,8309.57,8309.58,0.00,16619.15,349002.15,2026-05-11,2026-04,2026-06-10
2B-0077,INV-2604-00014,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-11,27-Maharashtra,28,57269.00,8017.66,8017.66,0.00,16035.32,73304.32,2026-05-11,2026-04,2026-06-10
2B-0078,INV-2604-08010,"De,ccan  Soluti0ns  1ndia  Pvt.  Ltd.",24MMKOP2707A1Z7,2026-04-30,27-Maharashtra,5,272180.38,0.00,0.00,13609.02,13609.02,285789.40,2026-05-12,2026-04,2026-06-10
2B-0079,INV-2604-00017,Himalaya Polymers LLP,33CBGHX9945C1ZQ,2026-04-30,27-Maharashtra,5,181420.00,0.00,0.00,9071.00,9071.00,190491.00,2026-05-09,2026-04,2026-06-10
2B-0080,INV-2604-00329,Meridian Fabricators and Company,27GFSXR6677W1Z0,2026-04-25,27-Maharashtra,28,13118.00,1836.52,1836.52,0.00,3673.04,16791.04,2026-05-11,2026-04,2026-06-10
2B-0081,INV-2604-00020,Meridian Fabricators and Company,27GFSXR6677W1Z0,2026-04-10,27-Maharashtra,5,232830.00,5820.75,5820.75,0.00,11641.50,244471.50,2026-05-12,2026-04,2026-06-10
2B-0082,INV-2604-00100,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-02,27-Maharashtra,28,309441.00,0.00,0.00,86643.48,86643.48,396084.48,2026-05-09,2026-04,2026-06-10
2B-0083,INV-2604-00358,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-13,27-Maharashtra,18,137144.00,12342.96,12342.96,0.00,24685.92,161829.92,2026-05-13,2026-04,2026-06-10
2B-0084,INV-2604-01068,Trident Packaging & C0 ;,27AVGFB0339Q1ZZ,2026-04-30,27-Maharashtra,28,131952.33,18473.32,18473.33,0.00,36946.65,168898.98,2026-05-12,2026-04,2026-06-10
2B-0085,INV-2604-00241,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-30,27-Maharashtra,18,252216.99,0.00,0.00,45398.88,45398.88,297615.87,2026-05-13,2026-04,2026-06-10
2B-0086,INV-2604-00170,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-22,27-Maharashtra,28,474982.00,0.00,0.00,132994.96,132994.96,607976.96,2026-05-07,2026-04,2026-06-10
2B-0087,INV-2604-00223,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-27,27-Maharashtra,5,49293.00,0.00,0.00,2464.65,2464.65,51757.65,2026-05-07,2026-04,2026-06-10
2B-0088,INV-2604-00023,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-05,27-Maharashtra,5,436002.00,0.00,0.00,21800.10,21800.10,457802.10,2026-05-09,2026-04,2026-06-10
2B-0089,INV-2604-00199,Elmwood Industries LLP,02HPBHZ2966J1ZU,2026-04-09,27-Maharashtra,5,494948.00,0.00,0.00,24747.40,24747.40,519695.40,2026-05-11,2026-04,2026-06-10
2B-0090,INV-2604-00109,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-09,27-Maharashtra,28,212701.00,29778.14,29778.14,0.00,59556.28,272257.28,2026-05-06,2026-04,2026-06-10
2B-0091,INV-2604-90009,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-01,27-Maharashtra,18,441376.00,39723.84,39723.84,0.00,79447.68,520823.68,2026-05-12,2026-04,2026-06-10
2B-0092,INV-2604-00091,Wavelength Solutions LLP,06YIYXG2138V1Z6,2026-04-12,27-Maharashtra,5,452229.00,0.00,0.00,22611.45,22611.45,474840.45,2026-05-13,2026-04,2026-06-10
2B-0093,INV-2604-00491,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-21,27-Maharashtra,28,150299.00,21041.86,21041.86,0.00,42083.72,192382.72,2026-05-08,2026-04,2026-06-10
2B-0094,INV-2604-00167,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-09,27-Maharashtra,28,18758.00,2626.12,2626.12,0.00,5252.24,24010.24,2026-05-09,2026-04,2026-06-10
2B-0095,INV-2604-00423,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-25,27-Maharashtra,12,258694.00,0.00,0.00,31043.28,31043.28,289737.28,2026-05-10,2026-04,2026-06-10
2B-0096,INV-2604-00488,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-20,27-Maharashtra,12,131247.00,0.00,0.00,15749.64,15749.64,146996.64,2026-05-13,2026-04,2026-06-10
2B-0097,INV-2604-00180,Bharat Enterprises India Private Limited,01MGAGX0940T1Z9,2026-04-15,27-Maharashtra,28,294542.00,0.00,0.00,82471.76,82471.76,377013.76,2026-05-05,2026-04,2026-06-10
2B-0098,INV-2604-00402,Hima1aya L0gistics Limited ;,21SKPXR4660P1ZJ,2026-04-18,27-Maharashtra,28,384241.00,0.00,0.00,107587.48,107587.48,491828.48,2026-05-09,2026-04,2026-06-10
2B-0099,INV-2604-00265,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-01,27-Maharashtra,28,464723.00,0.00,0.00,130122.44,130122.44,594845.44,2026-05-13,2026-04,2026-06-10
2B-0100,INV-2604-00224,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-02,27-Maharashtra,28,364036.00,0.00,0.00,101930.08,101930.08,465966.08,2026-05-09,2026-04,2026-06-10
2B-0101,INV-2604-00446,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-17,27-Maharashtra,18,26654.00,0.00,0.00,4797.72,4797.72,31451.72,2026-05-05,2026-04,2026-06-10
2B-0102,INV-2604-00253,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-06,27-Maharashtra,28,211680.00,0.00,0.00,59270.40,59270.40,270950.40,2026-05-07,2026-04,2026-06-10
2B-0103,INV-2604-00273,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-21,27-Maharashtra,28,15238.00,0.00,0.00,4266.64,4266.64,19504.64,2026-05-06,2026-04,2026-06-10
2B-0104,INV-2604-01250,Arcadia  Packaging  1ndia  Pvt.  Ltd ;,03RFLNG9701F1ZD,2026-04-13,27-Maharashtra,5,419249.18,0.00,0.00,20962.46,20962.46,440211.64,2026-05-12,2026-04,2026-06-10
2B-0105,INV-2604-00434,M/s Wavelength Chemicals Ltd.,22JLIUB3888G1ZO,2026-04-16,27-Maharashtra,5,107046.00,0.00,0.00,5352.30,5352.30,112398.30,2026-05-07,2026-04,2026-06-10
2B-0106,INV-2604-00148,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-01,27-Maharashtra,5,163747.00,0.00,0.00,8187.35,8187.35,171934.35,2026-05-09,2026-04,2026-06-10
2B-0107,INV-2604-00178,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-22,27-Maharashtra,18,242786.00,0.00,0.00,43701.48,43701.48,286487.48,2026-05-12,2026-04,2026-06-10
2B-0108,INV-2604-00384,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-15,27-Maharashtra,18,65896.00,0.00,0.00,11861.28,11861.28,77757.28,2026-05-05,2026-04,2026-06-10
2B-0109,INV-2604-00377,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-02,27-Maharashtra,12,344129.00,0.00,0.00,41295.48,41295.48,385424.48,2026-05-05,2026-04,2026-06-10
2B-0110,INV-2604-00396,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-17,27-Maharashtra,12,252252.00,15135.12,15135.12,0.00,30270.24,282522.24,2026-05-10,2026-04,2026-06-10
2B-0111,INV-2604-00113,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-29,27-Maharashtra,28,461063.00,0.00,0.00,129097.64,129097.64,590160.64,2026-05-06,2026-04,2026-06-10
2B-0112,INV-2604-00359,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-08,27-Maharashtra,18,210311.00,18927.99,18927.99,0.00,37855.98,248166.98,2026-05-09,2026-04,2026-06-10
2B-0113,INV-2604-00323,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-26,27-Maharashtra,18,342002.00,0.00,0.00,61560.36,61560.36,403562.36,2026-05-09,2026-04,2026-06-10
2B-0114,INV-2604-00232,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-22,27-Maharashtra,28,32471.00,0.00,0.00,9091.88,9091.88,41562.88,2026-05-10,2026-04,2026-06-10
2B-0115,INV-2604-00465,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-11,27-Maharashtra,12,119751.00,7185.06,7185.06,0.00,14370.12,134121.12,2026-05-05,2026-04,2026-06-10
2B-0116,INV-2604-00171,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-19,27-Maharashtra,12,423518.00,25411.08,25411.08,0.00,50822.16,474340.16,2026-05-11,2026-04,2026-06-10
2B-0117,INV-2604-00094,"Wavelength 5tee1 and Com,pany",02CTMNE5571B1Z6,2026-04-16,27-Maharashtra,12,342072.00,0.00,0.00,41048.64,41048.64,383120.64,2026-05-09,2026-04,2026-06-10
2B-0118,INV-2604-00346,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-11,27-Maharashtra,28,56489.00,7908.46,7908.46,0.00,15816.92,72305.92,2026-05-10,2026-04,2026-06-10
2B-0119,INV-2604-00010,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-05,27-Maharashtra,18,475274.00,42774.66,42774.66,0.00,85549.32,560823.32,2026-05-06,2026-04,2026-06-10
2B-0120,INV-2604-00259,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-18,27-Maharashtra,28,496223.00,69471.22,69471.22,0.00,138942.44,635165.44,2026-05-08,2026-04,2026-06-10
2B-0121,INV-2604-00495,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-06,27-Maharashtra,12,375758.76,22545.54,22545.54,0.00,45091.08,420849.84,2026-05-10,2026-04,2026-06-10
2B-0122,INV-2604-00422,FALCON LOGISTICS PVT LTD,24WIIYL3578T1Z9,2026-04-12,27-Maharashtra,5,161988.00,0.00,0.00,8099.40,8099.40,170087.40,2026-05-11,2026-04,2026-06-10
2B-0123,INV-2604-00039,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-14,27-Maharashtra,12,305237.00,0.00,0.00,36628.44,36628.44,341865.44,2026-05-05,2026-04,2026-06-10
2B-0124,INV-2604-01053,E1mwo0d  Inds. LLP.,27HPBHZ2966J1ZI,2026-04-22,27-Maharashtra,18,414866.63,37337.99,37338.00,0.00,74675.99,489542.62,2026-05-08,2026-04,2026-06-10
2B-0125,INV-2604-00143,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-30,27-Maharashtra,12,322019.00,0.00,0.00,38642.28,38642.28,360661.28,2026-05-07,2026-04,2026-06-10
2B-0126,INV-2604-00414,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-29,27-Maharashtra,28,94437.00,0.00,0.00,26442.36,26442.36,120879.36,2026-05-10,2026-04,2026-06-10
